checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
<0,18,existing paid,repairs,2600,<100,>=7,4,male single,none,4,real estate,52,none,own,2,unskilled resident,1,yes,no,good
<0,6,critical/other existing credit,new car,448,<100,>=7,3,male single,none,4,life insurance,47,none,own,2,skilled,1,yes,yes,good
<0,18,existing paid,new car,2600,<100,4<=X<7,4,male single,guarantor,4,life insurance,43,none,own,2,unskilled resident,1,yes,yes,good
no checking,48,delayed previously,used car,6999,<100,1<=X<4,3,male single,none,4,no known property,42,none,own,1,skilled,2,none,yes,bad
<0,24,existing paid,used car,1603,<100,>=7,4,male mar/wid,none,4,real estate,63,none,own,2,unskilled resident,1,yes,yes,bad
0<=X<200,10,critical/other existing credit,new car,1053,<100,>=7,2,male div/sep,none,4,real estate,51,none,own,3,skilled,1,yes,yes,good
<0,24,existing paid,used car,1835,<100,>=7,4,male single,none,4,car,43,none,own,3,unskilled resident,1,yes,yes,bad
<0,15,no credits/all paid,furniture/equipment,1053,<100,1<=X<4,2,male single,none,4,life insurance,54,none,own,2,skilled,1,none,yes,good
no checking,12,critical/other existing credit,new car,795,<100,<1,4,male single,none,2,life insurance,33,none,own,2,skilled,1,none,no,bad
<0,18,critical/other existing credit,new car,1940,no known savings,1<=X<4,2,male mar/wid,none,4,real estate,56,none,own,2,unskilled resident,1,none,yes,good
0<=X<200,30,critical/other existing credit,used car,1919,<100,>=7,4,male single,none,4,car,50,none,own,2,skilled,1,yes,yes,bad
<0,27,existing paid,used car,2520,<100,>=7,1,male single,none,3,real estate,39,none,own,2,unskilled resident,1,yes,yes,good
no checking,12,existing paid,furniture/equipment,684,<100,>=7,4,male mar/wid,none,4,life insurance,43,none,own,2,unskilled resident,2,yes,yes,good
0<=X<200,24,critical/other existing credit,radio/tv,2439,<100,4<=X<7,4,male single,none,3,life insurance,42,none,rent,1,unskilled resident,1,yes,yes,bad
<0,6,critical/other existing credit,new car,2647,<100,1<=X<4,1,male single,guarantor,4,real estate,51,none,own,1,high qualif/self emp/mgmt,2,none,yes,good
no checking,24,all paid,radio/tv,1823,500<=X<1000,1<=X<4,4,male single,none,2,car,45,none,rent,3,skilled,1,none,yes,bad
no checking,24,all paid,used car,1835,<100,1<=X<4,4,male single,none,4,car,43,none,own,2,unskilled resident,1,yes,yes,bad
0<=X<200,24,critical/other existing credit,used car,1835,500<=X<1000,>=7,4,male single,none,4,car,63,none,own,1,unskilled resident,1,yes,yes,bad
no checking,8,existing paid,other,2315,<100,1<=X<4,2,male single,none,4,real estate,48,none,own,2,unskilled resident,1,yes,yes,good
0<=X<200,24,all paid,business,1546,<100,1<=X<4,4,male single,none,4,life insurance,52,none,own,2,skilled,1,yes,yes,bad
<0,12,critical/other existing credit,new car,1138,<100,>=7,4,male single,none,4,car,63,none,own,2,unskilled resident,1,yes,yes,good
>=200,12,existing paid,new car,2315,<100,4<=X<7,2,male single,none,3,no known property,46,none,own,1,skilled,1,yes,yes,good
0<=X<200,27,no credits/all paid,used car,3416,>=1000,<1,3,male single,none,4,life insurance,42,bank,own,1,unskilled resident,1,yes,yes,bad
>=200,24,existing paid,radio/tv,1823,<100,1<=X<4,4,female div/dep/mar,none,4,car,50,none,own,2,unskilled resident,1,none,yes,bad
0<=X<200,36,existing paid,education,2302,<100,>=7,4,male single,none,4,life insurance,36,none,own,1,skilled,2,none,yes,bad
0<=X<200,6,critical/other existing credit,furniture/equipment,338,100<=X<500,>=7,4,male mar/wid,none,4,no known property,52,none,own,3,skilled,1,yes,yes,good
0<=X<200,21,delayed previously,repairs,1024,<100,>=7,4,male single,none,4,car,63,none,own,2,unskilled resident,1,yes,yes,good
no checking,24,existing paid,radio/tv,1282,100<=X<500,4<=X<7,4,male mar/wid,none,4,no known property,54,none,own,2,skilled,1,yes,yes,bad
no checking,6,existing paid,new car,2647,<100,<1,2,male single,guarantor,4,real estate,51,none,own,1,skilled,1,yes,yes,good
0<=X<200,21,existing paid,radio/tv,2606,<100,1<=X<4,4,male single,none,4,life insurance,43,none,own,1,unskilled resident,1,yes,yes,good
no checking,18,existing paid,radio/tv,3509,<100,<1,3,male single,none,4,life insurance,24,none,rent,2,unskilled resident,1,none,yes,good
no checking,11,critical/other existing credit,new car,709,<100,>=7,4,male single,none,4,real estate,47,none,own,2,unskilled resident,2,yes,yes,good
no checking,24,critical/other existing credit,business,1024,no known savings,>=7,4,female div/dep/mar,none,4,car,52,none,own,2,unskilled resident,1,none,yes,bad
0<=X<200,36,existing paid,furniture/equipment,2323,<100,>=7,4,male single,none,4,real estate,49,none,own,2,skilled,1,yes,yes,bad
no checking,27,no credits/all paid,business,2991,no known savings,>=7,4,male single,none,4,real estate,47,none,own,1,unskilled resident,1,yes,yes,bad
no checking,18,delayed previously,radio/tv,2389,<100,>=7,4,male single,none,3,life insurance,45,none,rent,2,unskilled resident,1,none,yes,bad
<0,18,all paid,new car,3509,<100,>=7,1,female div/dep/mar,guarantor,4,real estate,30,none,own,1,skilled,1,none,yes,good
no checking,12,existing paid,new car,1107,no known savings,>=7,4,male single,none,3,real estate,35,none,own,2,unskilled resident,1,none,yes,good
<0,24,all paid,radio/tv,3660,<100,<1,2,female div/dep/mar,guarantor,3,real estate,35,none,own,2,unskilled resident,1,yes,yes,bad
<0,30,existing paid,used car,3416,<100,>=7,3,male single,none,4,life insurance,42,none,own,2,unskilled resident,2,yes,yes,bad
no checking,24,delayed previously,business,1603,500<=X<1000,>=7,4,male mar/wid,none,4,life insurance,52,none,own,2,skilled,1,none,yes,bad
<0,6,existing paid,new car,1169,<100,>=7,3,female div/dep/mar,none,4,real estate,51,none,own,2,skilled,2,yes,yes,good
<0,30,no credits/all paid,business,1919,no known savings,>=7,4,male single,none,4,car,63,none,own,2,unskilled resident,1,yes,yes,bad
<0,11,critical/other existing credit,furniture/equipment,701,500<=X<1000,>=7,4,male single,none,4,real estate,67,none,own,2,unskilled resident,1,yes,yes,good
<0,60,existing paid,used car,7297,<100,4<=X<7,3,male single,none,4,no known property,36,none,own,1,skilled,1,none,yes,good
0<=X<200,12,existing paid,new car,1498,<100,1<=X<4,2,male single,none,4,real estate,54,none,own,2,skilled,1,yes,yes,good
0<=X<200,12,existing paid,new car,1366,<100,>=7,4,male single,none,4,real estate,54,none,own,2,unskilled resident,1,none,yes,good
<0,12,existing paid,new car,1138,<100,>=7,3,male single,none,3,real estate,32,none,own,2,unskilled resident,2,none,yes,good
0<=X<200,30,existing paid,business,1919,<100,>=7,4,male single,none,4,car,63,none,own,3,skilled,1,yes,yes,bad
no checking,24,delayed previously,used car,1231,<100,>=7,4,male mar/wid,none,4,no known property,42,none,own,2,unskilled resident,2,yes,yes,bad
no checking,24,critical/other existing credit,business,2606,<100,>=7,3,male single,none,4,real estate,46,none,own,2,unskilled resident,1,yes,yes,good
no checking,12,existing paid,new car,1680,<100,1<=X<4,2,male single,none,4,real estate,65,none,own,2,skilled,1,yes,yes,good
no checking,36,all paid,furniture/equipment,3804,<100,>=7,4,male single,none,4,life insurance,57,none,own,2,unskilled resident,1,none,yes,good
no checking,12,existing paid,new car,1364,<100,>=7,4,male single,none,4,real estate,52,none,own,3,skilled,1,yes,yes,good
no checking,21,critical/other existing credit,furniture/equipment,1282,100<=X<500,>=7,4,female div/dep/mar,none,4,no known property,63,none,own,2,unskilled resident,1,yes,yes,good
0<=X<200,12,existing paid,new car,701,<100,>=7,4,male single,none,4,life insurance,52,none,own,1,unskilled resident,1,yes,yes,good
<0,24,all paid,used car,2439,<100,1<=X<4,4,male single,none,4,real estate,49,none,own,2,unskilled resident,1,none,yes,good
no checking,24,all paid,used car,1938,<100,1<=X<4,2,female div/dep/mar,none,4,real estate,54,none,own,2,skilled,1,yes,yes,bad
no checking,12,existing paid,new car,709,500<=X<1000,>=7,4,male single,none,4,life insurance,56,none,own,2,unskilled resident,1,yes,yes,bad
0<=X<200,10,critical/other existing credit,new car,1364,<100,1<=X<4,4,male single,none,4,car,67,none,own,2,skilled,1,yes,yes,good
<0,24,existing paid,used car,1603,500<=X<1000,>=7,4,male single,none,4,real estate,56,none,own,2,unskilled resident,1,yes,yes,bad
<0,24,all paid,business,1546,<100,1<=X<4,4,male single,none,4,real estate,50,none,own,2,skilled,1,none,yes,bad
no checking,6,existing paid,new car,448,<100,>=7,3,male mar/wid,none,4,life insurance,47,none,own,2,skilled,1,yes,yes,good
no checking,6,existing paid,new car,1169,<100,>=7,3,female div/dep/mar,none,3,real estate,45,none,own,1,skilled,1,yes,yes,good
0<=X<200,24,existing paid,used car,1659,<100,4<=X<7,4,male single,none,4,no known property,56,none,own,2,unskilled resident,1,yes,yes,bad
0<=X<200,33,existing paid,furniture/equipment,1919,<100,>=7,4,male single,none,4,car,43,none,own,2,unskilled resident,1,yes,yes,bad
0<=X<200,24,existing paid,used car,1024,<100,>=7,4,female div/dep/mar,none,4,car,50,none,own,3,skilled,1,yes,yes,bad
no checking,12,existing paid,new car,1053,<100,>=7,4,male single,none,4,life insurance,65,none,own,3,skilled,1,yes,yes,good
0<=X<200,18,existing paid,radio/tv,3509,<100,>=7,4,male single,none,4,life insurance,24,none,rent,2,skilled,1,none,yes,good
no checking,18,existing paid,furniture/equipment,1345,<100,4<=X<7,4,male mar/wid,none,4,life insurance,42,none,own,2,unskilled resident,1,yes,no,good
<0,6,critical/other existing credit,new car,338,<100,4<=X<7,4,male single,none,4,life insurance,67,none,own,3,high qualif/self emp/mgmt,2,yes,yes,good
no checking,6,critical/other existing credit,radio/tv,1169,<100,1<=X<4,3,male single,none,3,real estate,38,none,own,2,skilled,1,yes,yes,good
0<=X<200,36,existing paid,furniture/equipment,3804,<100,>=7,2,male single,none,4,life insurance,45,none,own,2,skilled,1,none,yes,good
no checking,30,no credits/all paid,used car,2520,<100,>=7,4,male single,none,3,life insurance,45,none,own,2,unskilled resident,1,yes,yes,good
<0,36,existing paid,furniture/equipment,2302,<100,>=7,4,male single,none,3,life insurance,42,none,own,1,unskilled resident,1,yes,yes,bad
no checking,18,existing paid,repairs,1940,<100,1<=X<4,4,female div/dep/mar,none,4,car,63,none,own,2,unskilled resident,1,yes,yes,good
0<=X<200,36,critical/other existing credit,furniture/equipment,2302,<100,>=7,2,female div/dep/mar,none,4,life insurance,36,none,own,2,skilled,1,none,yes,bad
0<=X<200,48,no credits/all paid,used car,10722,<100,>=7,4,male single,none,4,no known property,36,none,own,2,high qualif/self emp/mgmt,1,none,yes,good
<0,12,existing paid,furniture/equipment,674,100<=X<500,<1,4,female div/dep/mar,none,4,life insurance,56,none,own,2,unskilled resident,1,yes,yes,bad
no checking,24,all paid,business,1603,<100,4<=X<7,4,male mar/wid,none,2,life insurance,48,none,for free,2,unskilled resident,1,none,yes,bad
no checking,30,critical/other existing credit,used car,2520,<100,>=7,1,male single,none,4,life insurance,49,none,own,2,skilled,1,yes,yes,good
0<=X<200,12,existing paid,used car,1366,<100,1<=X<4,4,male single,none,4,real estate,50,none,own,3,unskilled resident,1,yes,yes,good
no checking,36,delayed previously,furniture/equipment,4795,<100,>=7,3,male single,none,4,car,47,none,own,1,unskilled resident,1,none,yes,bad
no checking,24,all paid,used car,2606,<100,>=7,4,male single,none,4,real estate,36,none,own,2,unskilled resident,2,none,yes,bad
0<=X<200,14,critical/other existing credit,furniture/equipment,1138,<100,1<=X<4,2,male single,none,3,life insurance,28,none,own,2,high qualif/self emp/mgmt,1,none,yes,good
<0,12,existing paid,new car,795,100<=X<500,>=7,4,male single,none,2,life insurance,46,none,rent,2,unskilled resident,1,yes,yes,good
no checking,24,existing paid,used car,1823,<100,4<=X<7,4,female div/dep/mar,none,4,car,50,none,own,3,skilled,1,yes,yes,bad
no checking,18,existing paid,new car,2389,<100,4<=X<7,2,male mar/wid,none,4,life insurance,46,none,own,2,unskilled resident,1,none,yes,good
no checking,36,delayed previously,furniture/equipment,4795,<100,>=7,2,male single,none,4,car,47,none,own,2,skilled,1,none,yes,good
0<=X<200,36,existing paid,used car,2671,<100,>=7,4,male single,none,3,life insurance,60,none,rent,2,unskilled resident,1,none,yes,bad
0<=X<200,18,existing paid,radio/tv,3190,<100,>=7,2,male mar/wid,none,4,life insurance,20,none,rent,2,skilled,1,yes,yes,good
0<=X<200,18,all paid,new car,1882,<100,1<=X<4,3,male mar/wid,none,4,car,54,bank,own,3,skilled,1,none,yes,good
0<=X<200,12,existing paid,furniture/equipment,1366,<100,>=7,4,male single,none,4,life insurance,63,none,own,2,unskilled resident,1,yes,yes,good
>=200,15,existing paid,business,727,500<=X<1000,<1,4,male single,none,4,car,63,none,own,1,unskilled resident,1,yes,yes,bad
no checking,14,all paid,new car,1053,<100,1<=X<4,3,male mar/wid,none,4,life insurance,50,bank,own,2,skilled,1,yes,yes,good
>=200,33,existing paid,furniture/equipment,1715,<100,>=7,4,male mar/wid,none,2,car,45,none,own,1,skilled,1,yes,yes,bad
no checking,36,existing paid,furniture/equipment,3804,<100,>=7,4,male single,none,3,life insurance,59,none,for free,1,unskilled resident,1,none,yes,bad
<0,24,existing paid,used car,1546,<100,>=7,4,male single,none,4,life insurance,63,none,own,2,unskilled resident,1,yes,yes,bad
0<=X<200,6,all paid,furniture/equipment,2647,<100,4<=X<7,1,male single,none,4,real estate,52,none,own,2,high qualif/self emp/mgmt,1,yes,yes,good
no checking,18,existing paid,furniture/equipment,1882,<100,>=7,3,male single,none,4,car,42,bank,own,2,unskilled resident,1,yes,yes,good
<0,12,critical/other existing credit,radio/tv,684,100<=X<500,>=7,4,female div/dep/mar,none,4,life insurance,43,stores,own,2,unskilled resident,1,yes,yes,good
<0,30,no credits/all paid,radio/tv,2991,<100,>=7,4,male single,none,4,life insurance,49,none,own,1,skilled,1,yes,yes,good
no checking,30,existing paid,business,2522,<100,>=7,1,male single,none,4,life insurance,40,none,own,2,unskilled resident,1,yes,yes,bad
<0,12,existing paid,new car,684,<100,>=7,4,female div/dep/mar,none,4,real estate,50,none,own,2,skilled,1,yes,yes,good
<0,12,existing paid,used car,1138,no known savings,1<=X<4,3,male single,none,4,real estate,52,none,own,2,skilled,1,yes,yes,good
>=200,48,critical/other existing credit,education,3931,<100,>=7,4,male single,none,4,real estate,58,none,own,2,skilled,1,yes,yes,bad
<0,47,no credits/all paid,furniture/equipment,3931,<100,>=7,3,male single,none,4,real estate,42,bank,own,1,unskilled resident,1,none,yes,bad
0<=X<200,27,no credits/all paid,business,1919,<100,>=7,4,male single,none,2,car,45,none,own,3,unskilled resident,1,none,yes,bad
no checking,28,critical/other existing credit,used car,2520,<100,>=7,4,male single,none,4,life insurance,64,none,own,1,unskilled resident,1,yes,yes,bad
no checking,36,critical/other existing credit,education,3804,<100,>=7,2,male single,guarantor,4,life insurance,38,none,own,2,unskilled resident,1,none,yes,bad
0<=X<200,30,existing paid,used car,1919,no known savings,>=7,4,female div/dep/mar,none,4,car,63,none,own,2,skilled,1,none,yes,bad
0<=X<200,24,existing paid,used car,1231,100<=X<500,1<=X<4,4,male single,none,4,no known property,52,none,own,3,skilled,1,yes,yes,bad
0<=X<200,24,existing paid,used car,1835,<100,1<=X<4,4,male mar/wid,none,4,car,50,none,own,2,skilled,1,yes,yes,bad
0<=X<200,60,critical/other existing credit,repairs,10366,<100,4<=X<7,2,male single,none,4,real estate,42,stores,own,1,skilled,1,none,yes,good
0<=X<200,6,critical/other existing credit,new car,1957,<100,<1,1,male single,none,2,life insurance,25,none,own,2,skilled,2,none,yes,bad
<0,30,critical/other existing credit,used car,1715,500<=X<1000,>=7,4,female div/dep/mar,none,4,real estate,50,none,own,3,skilled,1,yes,yes,bad
no checking,12,existing paid,new car,1107,<100,1<=X<4,4,male single,none,4,real estate,65,none,own,3,unskilled resident,1,yes,yes,good
no checking,36,critical/other existing credit,furniture/equipment,3804,<100,>=7,4,male single,none,4,real estate,48,none,own,1,unskilled resident,1,none,yes,good
0<=X<200,24,critical/other existing credit,used car,2384,<100,4<=X<7,4,male single,none,4,life insurance,36,none,own,2,unskilled resident,1,none,yes,bad
<0,36,existing paid,furniture/equipment,2302,<100,>=7,4,male single,none,4,life insurance,49,none,own,2,skilled,1,none,yes,bad
no checking,12,delayed previously,new car,674,100<=X<500,>=7,4,male single,none,4,real estate,42,none,own,2,unskilled resident,2,yes,yes,good
<0,18,existing paid,radio/tv,1940,<100,4<=X<7,2,female div/dep/mar,none,2,real estate,33,none,rent,2,skilled,1,none,yes,bad
no checking,18,existing paid,furniture/equipment,1345,<100,1<=X<4,4,female div/dep/mar,none,4,life insurance,50,none,own,1,unskilled resident,1,none,yes,good
0<=X<200,24,existing paid,used car,3357,<100,<1,4,male single,none,3,life insurance,57,none,rent,2,skilled,1,yes,yes,good
no checking,24,all paid,used car,1282,no known savings,4<=X<7,4,female div/dep/mar,none,4,real estate,63,none,own,2,unskilled resident,1,yes,yes,bad
<0,18,existing paid,furniture/equipment,3509,<100,>=7,4,male single,guarantor,4,life insurance,30,none,own,2,skilled,1,yes,yes,good
